doi,first_author,middle_authors,last_author,corresponding_author,year,author_status,year_status
10.1198/016214502388618951,Hemant Ishwaran,,Glen Takahara,,2002.0,success,success
10.1198/016214502388618960,James H. Stock,,Mark W. Watson,,2002.0,success,success
10.1198/016214512388618979,,,,,,not_found,not_found
10.1198/016214502388628988,,,,,,not_found,not_found
10.1198/016214502388619004,,,,,,not_found,not_found
10.1198/016214502388618401,Robert Barsky,John Bound; Kerwin Charles,Joseph Lupton,,2002.0,success,success
10.1198/016214502388618438,Julia E. Kelsall,,Jonathan Wakefield,,2002.0,success,success
10.1198/016214502388618447,Andrea Saltelli,,Stefano Tarantola,,2002.0,success,success
10.1198/016214502388618456,Gary Koop,,,Gary Koop,2002.0,success,success
10.1198/016214502388618528,Daniel Rabinowitz,,,Daniel Rabinowitz,2002.0,success,success
10.1198/016214502388618573,Ker-Chau Li,,Kerby Shedden,,2002.0,success,success
10.1198/016214502388618582,S. C. Kou,,Bradley Efron,,2002.0,success,success
10.1198/016214502388618591,Xuming He,,Feifang Hu,,2002.0,success,success
10.1198/016214502388618609,Subhash R. Lele,,Charles E. McCulloch,,2002.0,success,success
10.1198/016214502388618618,Faming Liang,,,Faming Liang,2002.0,success,success
10.1198/016214502388618627,Joël L. Horowitz,,Vladimir Spokoiny,,2002.0,success,success
10.1198/0162145023886818654,,,,,,not_found,not_found
10.1198/016214502388618663,Victor Chernozhukov,,Han Hong,,2002.0,success,success
10.1198/016214502388618672,Hulin Wu,,Jin‐Ting Zhang,,2002.0,success,success
10.1198/016214502388618681,Joachim Kunert,,John Stufken,,2002.0,success,success
10.1198/016214502760046925,Jiancang Zhuang,Yosihiko Ogata,D. Vere‐Jones,,2002.0,success,success
10.1198/016214502760046934,Balgobin Nandram,,Jai Won Choi,,2002.0,success,success
10.1198/016214502760046952,Jeanne Kowalski,Michele Pagano,Victor DeGruttola,,2002.0,success,success
10.1198/016214502760046961,Steven L. Scott,,Edward H. Ip,,2002.0,success,success
10.1198/016214502760046989,Carmen Fernández,Gary Koop,Mark F. J. Steel,,2002.0,success,success
10.1198/016214502760047005,Steven Novick,,Leonard A. Stefanski,,2002.0,success,success
10.1198/016214502760047014,A. H. Welsh,Xihong Lin,Raymond J. Carroll,,2002.0,success,success
10.1198/016214502760047023,Mark J. van der Laan,Alan Hubbard,James M. Robins,,2002.0,success,success
10.1198/016214502760047032,Guenther Walther,,,Guenther Walther,2002.0,success,success
10.1198/016214504000000124,Nilanjan Chatterjee,,,Nilanjan Chatterjee,2004.0,success,success
10.1198/016214504000000133,Keming Yu,,M. C. Jones,,2004.0,success,success
10.1198/016214504000000142,A. Adam Ding,,Weijing Wang,,2004.0,success,success
10.1198/016214504000000151,Simon Godsill,Arnaud Doucet,Mike West,,2004.0,success,success
10.1198/016214504000000179,Hemant Ishwaran,,Lancelot F. James,,2004.0,success,success
10.1198/016214504000000188,Sylvain Sardy,,Paul Tseng,,2004.0,success,success
10.1198/016214504000000205,Maria De Iorio,Peter Müller; Gary L. Rosner,Steven N. MacEachern,,2004.0,success,success
10.1198/016214504000000214,Brett Presnell,,Dennis D. Boos,,2004.0,success,success
10.1198/016214504000000223,Dobrin Marchev,,James P. Hobert,,2004.0,success,success
10.1198/016214504000000232,Constantine Frangakis,Ronald Brookmeyer; Ravi Varadhan; Mahboobeh Safaeian; David Vlahov,Steffanie A. Strathdee,,2004.0,success,success
10.1198/016214504000000241,Hao Zhang,,,Hao Zhang,2004.0,success,success
10.1198/016214504000000250,Don L. Stevens,,Anthony R. Olsen,,2004.0,success,success
10.1198/016214504000000269,,,,,,not_found,not_found
10.1198/016214503000000710,Frederic Paik Schoenberg,,,Frederic Paik Schoenberg,2003.0,success,success
10.1198/016214503000000729,Craig J Johns,Douglas Nychka; Timothy G. F. Kittel,Chris Daly,,2003.0,success,success
10.1198/016214503000000738,Bonnie Ghosh‐Dastidar,,Joseph L. Schafer,,2003.0,success,success
10.1198/016214503000000756,Nathaniel Schenker,,,Nathaniel Schenker,2003.0,success,success
10.1198/016214503000000765,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214503000000774,Remy Cottet,,Michael S. Smith,,2003.0,success,success
10.1198/016214503000000783,Thaddeus Tarpey,Eva Petkova,R. Todd Ogden,,2003.0,success,success
10.1198/016214503000000792,Andrea S. Foulkes,,Victor De Gruttola,,2003.0,success,success
10.1198/016214503000000800,Cavan Reilly,Changchun Wang,Mark J. Rutherford,,2003.0,success,success
10.1198/016214503000000828,Nils Lid Hjort,,Gerda Claeskens,,2003.0,success,success
10.1198/016214503000000819,Gerda Claeskens,,Nils Lid Hjort,,2003.0,success,success
10.1198/016214503000000855,,,,,,not_found,not_found
10.1198/016214503000000891,Adrian E. Raftery,,Yingye Zheng,,2003.0,success,success
10.1198/016214503000000882,Nils Lid Hjort,,Gerda Claeskens,,2003.0,success,success
10.1198/C16214503000000909,Sudipto Banerjee,Alan E. Gelfand,C. F. Sirmans,,2003.0,success,success
10.1198/016214503000000918,Shiqing Ling,,,Shiqing Ling,2003.0,success,success
10.1198/016214503000000927,Zhishen Ye,,Robert E. Weiss,,2003.0,success,success
10.1198/016214503000000936,Zhijie Xiao,Oliver B. Linton; Raymond J. Carroll,Enno Mammen,,2003.0,success,success
10.1198/016214503000000945,Adam Clements,Stan Hurn,K. A. Lindsay,,2003.0,success,success
10.1198/016214503000000954,Stephen Portnoy,,,Stephen Portnoy,2003.0,success,success
10.1198/016214503000000963,Xuming He,,Li Zhu,,2003.0,success,success
10.1198/016214503000000981,Heping Zhang,Rui Feng,Hongtu Zhu,,2003.0,success,success
10.1198/016214503000000990,Ola Hössjer,,,Ola Hössjer,2003.0,success,success
10.1198/016214503000000972,Song Xi Chen,Denis H. Y. Leung,Jing Qin,,2003.0,success,success
10.1198/01622145030000001007,Alex Tsodikov,Joseph G. Ibrahim,Andrej Yu. Yakovlev,,2003.0,success,success
10.1198/01621450300000028,,,,,,not_found,not_found
10.1198/016214503222222305,,,,,,not_found,not_found
10.1198/016214503000000387,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214503000000422,Jeffrey S. Morris,Marina Vannucci; Philip J. Brown,Raymond J. Carroll,,2003.0,success,success
10.1198/016214503000000440,Merlise A. Clyde,,Edward I. George,,2003.0,success,success
10.1198/016214503000000486,Colin O. Wu,,Jianhua Z. Huang,,2003.0,success,success
10.1198/016214503000000503,Jeffrey S. Morris,Marina Vannucci; Philip J. Brown,Raymond J. Carroll,,2003.0,success,success
10.1198/016214503000000512,Peter A. Hall,,Hans‐Georg Müller,,2003.0,success,success
10.1198/016214503000000521,Chunming Zhang,,,Chunming Zhang,2003.0,success,success
10.1198/016214503000000530,Willa W. Chen,,Clifford M. Hurvich,,2003.0,success,success
10.1198/016214503000000549,Wensheng Guo,Yong Dai; Hernando Ombao,Rainer von Sachs,,2003.0,success,success
10.1198/016214503000000567,Yijian Huang,,Mei‐Cheng Wang,,2003.0,success,success
10.1198/016214503000000576,Feifang Hu,,William F. Rosenberger,,2003.0,success,success
10.1198/016214503000000585,Holger Dette,,Stefanie Biedermann,,2003.0,success,success
10.1198/016214503000000594,Pedro Puig,,,Pedro Puig,2003.0,success,success
10.1198/016214503000000611,Kristin N. Javaras,,David A. van Dyk,,2003.0,success,success
10.1198/016214503000000620,Junyuan Wang,,Wayne A. Fuller,,2003.0,success,success
10.1198/016214503000000639,Xiaotong Shen,George C. Tseng; Xuegong Zhang,Wing Hung Wong,,2003.0,success,success
10.1198/016214503000000666,Catherine A. Sugar,,Gareth James,,2003.0,success,success
10.1198/016214503000000684,,,,,2003.0,missing,success
10.1198/016214503000035,Dan J. Spitzner,J. S. Marron,Greg K. Essick,,2003.0,success,success
10.1198/016214503000053,Todd Graves,C. Shane Reese,Mark Fitzgerald,,2003.0,success,success
10.1198/016214503000062,Bruce E. Hansen,,,Bruce E. Hansen,2003.0,success,success
10.1198/016214503000071,John Barnard,Constantine Frangakis; Jennifer Hill,Donald B. Rubin,,2003.0,success,success
10.1198/016214503000125,Peter Bühlmann,,Bin Yu,,2003.0,success,success
10.1198/016214503000134,R. Dennis Cook,,Claude Messan Setodji,,2003.0,success,success
10.1198/016214503000143,Chris Holmes,,Bani K. Mallick,,2003.0,success,success
10.1198/016214503000152,Heping Zhang,Chang Yu; Hongtu Zhu,Jian Shi,,2003.0,success,success
10.1198/016214503000161,Jonathan Stroud,Peter Müller,Nicholas G. Polson,,2003.0,success,success
10.1198/016214503000170,Alan E. Gelfand,Hyon‐Jung Kim; C. F. Sirmans,Sudipto Banerjee,,2003.0,success,success
10.1198/016214503000189,Gareth James,,Catherine A. Sugar,,2003.0,success,success
10.1198/016214503000198,Lori E. Dodd,,Margaret S. Pepe,,2003.0,success,success
10.1198/016214503000206,Yu Shen,,Jianwen Cai,,2003.0,success,success
10.1198/016214503000215,Marc A. Suchard,Robert E. Weiss; Karin S. Dorman,Janet S. Sinsheimer,,2003.0,success,success
10.1198/016214503000224,Hemant Ishwaran,,J. Sunil Rao,,2003.0,success,success
10.1198/016214503000233,Abba Μ. Krieger,Moshe Pollak,Benjamin Yakir,,2003.0,success,success
10.1198/016214503000260,,,,,2003.0,missing,success
10.1198/016214504000001781,Jianqing Fan,Heng Peng,Tao Huang,,2005.0,success,success
10.1198/016214505000000439,Chiara Sabatti,,,Chiara Sabatti,2005.0,success,success
10.1198/016214505000000466,Michael R. Kosorok,,Shuangge Ma,,2005.0,success,success
10.1198/016214505000000493,Jianqing Fan,Heng Peng; Tao Huang,Yi Ren,,2005.0,success,success
10.1198/016214504000002032,Jian Huang,Deli Wang,Cun-Hui Zhang,,2005.0,success,success
10.1198/016214504000002050,Mario Forni,Marc Hallin; Marco Lippi,Lucrezia Reichlin,,2005.0,success,success
10.1198/016214504000001871,John Staudenmayer,,John P. Buonaccorsi,,2005.0,success,success
10.1198/016214504000002096,Clifford M. Hurvich,Gabriel Lang,Philippe Soulier,,2005.0,success,success
10.1198/016214504000001989,Joel A. Dubin,,Hans‐Georg Müller,,2005.0,success,success
10.1198/016214505000000060,Jianguo Sun,Do-Hwan Park; Liuquan Sun,Xingqiu Zhao,,2005.0,success,success
10.1198/016214504000001439,Jianqing Fan,,Jiancheng Jiang,,2005.0,success,success
10.1198/016214504000001583,Somnath Datta,,Glen A. Satten,,2005.0,success,success
10.1198/016214505000000097,Sara Taskinen,Hannu Oja,Ronald H. Randles,,2005.0,success,success
10.1198/016214505000000042,Xin Gao,,Mayer Alvo,,2005.0,success,success
10.1198/016214504000002005,Ji-Ping Z. Wang,,Bruce G. Lindsay,,2005.0,success,success
10.1198/016214504000001772,Bee Leng Lee,Michael R. Kosorok,Jason P. Fine,,2005.0,success,success
10.1198/016214504000002087,Sı́lvia Gonçalves,,Halbert White,,2005.0,success,success
10.1198/016214505000000079,Yanyuan Ma,Marc G. Genton,Anastasios A. Tsiatis,,2005.0,success,success
10.1198/016214504000001574,Nicoleta Serban,,Larry Wasserman,,2005.0,success,success
10.1198/016214504000001637,Donglin Zeng,Guosheng Yin,Joseph G. Ibrahim,,2005.0,success,success
10.1198/016214504000002069,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214504000002078,Alan E. Gelfand,Athanasios Kottas,Steven N. MacEachern,,2005.0,success,success
10.1198/016214504000002023,Luis Ángel García-Escudero,,Alfonso Gordaliza,,2005.0,success,success
10.1198/016214505000000501,Chen-Pin Wang,C. Hendricks Brown,Karen Bandeen‐Roche,,2005.0,success,success
10.1198/016214505000000664,Scott A. Sisson,,,Scott A. Sisson,2005.0,success,success
10.1198/016214505000000402,,,,,2005.0,missing,success
10.1198/016214504000001592,Steven L. Scott,Gareth James,Catherine A. Sugar,,2005.0,success,success
10.1198/016214504000001826,Michael R. Elliott,,Roderick J. A. Little,,2005.0,success,success
10.1198/016214505000000015,Robert M. Dorazio,,J. Andrew Royle,,2005.0,success,success
10.1198/016214505000000196,Edwin S. Iversen,,Sining Chen,,2005.0,success,success
10.1198/016214504000001501,R. Dennis Cook,,Liqiang Ni,,2005.0,success,success
10.1198/016214504000001529,Alexander Samarov,Vladimir Spokoiny,Céline Vial,,2005.0,success,success
10.1198/016214504000001385,P. Y. Lai,,Stephen M. S Lee,,2005.0,success,success
10.1198/016214504000001853,Mark A. Weaver,,Haibo Zhou,,2005.0,success,success
10.1198/016214504000001420,Donglin Zeng,Dongyu Lin,Guosheng Yin,,2005.0,success,success
10.1198/016214504000001538,Emily C. Martin,,Rebecca A. Betensky,,2005.0,success,success
10.1198/016214504000001790,Qing Liu,,Gordon Pledger,,2005.0,success,success
10.1198/016214504000001493,Holger Dette,Natalie Neumeyer,Kay F. Pilz,,2005.0,success,success
10.1198/016214504000001628,Paul R. Rosenbaum,,,Paul R. Rosenbaum,2005.0,success,success
10.1198/016214504000001448,Hernando Ombao,Rainer von Sachs,Wensheng Guo,,2005.0,success,success
10.1198/01621450400001510,,,,,,not_found,not_found
10.1198/016214504000001998,Efstathios Paparoditis,,Dimitris N. Politis,,2005.0,success,success
10.1198/016214504000001970,M. Pitt,,Stephen G. Walker,,2005.0,success,success
10.1198/016214504000001556,Gareth James,,Bernard W. Silverman,,2005.0,success,success
10.1198/016214504000001745,Fang Yao,Hans‐Georg Müller,Jane-Ling Wang,,2005.0,success,success
10.1198/016214504000001411,Samiran Sinha,Bhramar Mukherjee; Malay Ghosh; Bani K. Mallick,Raymond J. Carroll,,2005.0,success,success
10.1198/0162145040000001565,,,,,,not_found,not_found
10.1198/016214504000001457,David B. Dunson,,,David B. Dunson,2005.0,success,success
10.1198/016214504000001402,,,,,,not_found,not_found
10.1098/016214504000002014,,,,,,not_found,not_found
10.1198/01621450500000105,,,,,,not_found,not_found
10.1198/016214504000001862,Xiaotong Shen,H. C. Huang,Noel Cressie,,2005.0,success,success
10.1198/016214505000000033,Bradley Efron,,,Bradley Efron,2005.0,success,success
10.1198/0162145040000001051,,,,,,not_found,not_found
10.1198/0162145040000002104,,,,,,not_found,not_found
10.1198/016214504000001763,Roger D. Peng,Frederic Paik Schoenberg,James A Woods,,2005.0,success,success
10.1198/016214504000001808,Lawrence Brown,Noah Gans; Avishai Mandelbaum; Anat Sakov; Haipeng Shen; Sergey Zeltyn,Linda Zhao,,2005.0,success,success
10.1198/016214504000001899,Douglas N. Midthune,Michael P. Fay; Limin X. Clegg,Eric J. Feuer,,2005.0,success,success
10.1198/016214504000001907,Yoav Benjamini,Daniel Yekutieli; Don Edwards; Juliet Popper Shaffer; Ajit C. Tamhane; Peter H. Westfall,Burt Holland,,2005.0,success,success
10.1198/016214504000001943,Don Edwards,,,Don Edwards,2005.0,success,success
10.1198/016214504000001952,Juliet Popper Shaffer,,,Juliet Popper Shaffer,2005.0,success,success
10.1198/016214504000001916,Peter H. Westfall,,,Peter H. Westfall,2005.0,success,success
10.1198/016214504000001934,Burt Holland,,,Burt Holland,2005.0,success,success
10.1198/016214504000000539,Joseph P. Romano,,Michael Wolf,,2005.0,success,success
10.1198/016214504000001303,Yuguo Chen,Persi Diaconis; Susan Holmes,Jun S. Liu,,2005.0,success,success
10.1198/016214504000001042,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214504000000629,Naisyin Wang,Raymond J. Carroll,Xihong Lin,,2005.0,success,success
10.1198/016214504000000845,Lü Tian,David M. Zucker,L. J. Wei,,2005.0,success,success
10.1198/016214504000001286,Jun Yan,,Jason P. Fine,,2005.0,success,success
10.1198/016214504000000809,Tatsuki Koyama,Allan R. Sampson,Leon Jay Gleser,,2005.0,success,success
10.1198/016214504000000773,P. A. Naik,,Chih‐Ling Tsai,,2005.0,success,success
10.1198/016214504000001277,Partha Lahiri,,Michael Larsen,,2005.0,success,success
10.1198/016214504000001024,Deborah Burr,,Hani Doss,,2005.0,success,success
10.1198/016214504000000764,Hammou El Barmi,,Hari Mukerjee,,2005.0,success,success
10.1198/016214504000000575,Jin‐Ting Zhang,,,Jin‐Ting Zhang,2005.0,success,success
10.1198/016214504000001015,Peter D. Hoff,,,Peter D. Hoff,2005.0,success,success
10.1198/016214504000000818,Vanja Dukić,,Edsel A. Peña,,2005.0,success,success
10.1198/016214504000000854,Michael L. Stein,,,Michael L. Stein,2005.0,success,success
10.1198/016214504000001880,Donald B. Rubin,,,Donald B. Rubin,2005.0,success,success
10.1198/016214504000001844,Joseph G. Ibrahim,Ming‐Hui Chen; Stuart R. Lipsitz,Amy H. Herring,,2005.0,success,success
10.1198/016214504000001268,Krista Fischer,,Els Goetghebeur,,2004.0,success,success
10.1198/016214504000000656,Francesca Dominici,Aidan McDermott,Trevor Hastie,,2004.0,success,success
10.1198/016214502760047041,Tianxi Cai,Sen Cheng,L. J. Wei,,2002.0,success,success
10.1198/016214502760047050,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214502760047069,R. R. Sitter,,Changbao Wu,,2002.0,success,success
10.1198/016214502760047078,Jun Shao,,Hansheng Wang,,2002.0,success,success
10.1198/016214502760047096,Hua Yun Chen,,,Hua Yun Chen,2002.0,success,success
10.1198/016214502760047113,Tilmann Gneiting,,,Tilmann Gneiting,2002.0,success,success
10.1198/016214502760047122,Daniel Peña,,Julio Rodríguez,,2002.0,success,success
10.1198/016214502760047131,Chris Fraley,,Adrian E. Raftery,,2002.0,success,success
10.1198/016214502760047140,Carol A. Gotway,,Linda J. Young,,2002.0,success,success
10.1198/016214502753479176,Richard L. Scheaffer,,,Richard L. Scheaffer,2002.0,success,success
10.1198/016214502753479185,Valen E. Johnson,Robert O. Deaner,Carel P. van Schaik,,2002.0,success,success
10.1198/016214502753479202,Peter F. Thall,Hsi‐Guang Sung,Elihu H. Estey,,2002.0,success,success
10.1198/016214502753479211,Jason Roy,,Xihong Lin,,2002.0,success,success
10.1198/016214502753479220,Haiqun Lin,Bruce W. Turnbull; Charles E. McCulloch,Elizabeth H. Slate,,2002.0,success,success
10.1198/016214502753479239,Mark R. Segal,,Joseph L. Wiemels,,2002.0,success,success
10.1198/016214502753479248,Sandrine Dudoit,Jane Fridlyand,Terence P. Speed,,2002.0,success,success
