doi,first_author,middle_authors,last_author,corresponding_author,status
10.1111/j.1467-9868.2009.00726.x,Roopesh Ranjan,,Tilmann Gneiting,,success
10.1111/j.1467-9868.2009.00727.x,Peter Hall,,You-Jun Yang,,success
10.1111/j.1467-9868.2009.00728.x,Tyler J. VanderWeele,,James M. Robins,,success
10.1111/j.1467-9868.2009.00729.x,Chuan Ju,,Zhi Geng,,success
10.1111/j.1467-9868.2009.00730.x,Valen E. Johnson,,David Rossell,,success
10.1111/j.1467-9868.2009.00731.x,Juhyun Park,,Burkhardt Seifert,,success
10.1111/j.1467-9868.2009.00732.x,J. B. Copas,,Shinto Eguchi,J. B. Copas,success
10.1111/j.1467-9868.2009.00733.x,William E. Strawderman,,Andrew L. Rukhin,,success
10.1111/j.1467-9868.2009.00734.x,Yi‐Hau Chen,,,Yi‐Hau Chen,success
10.1111/j.1467-9868.2009.00735.x,Christopher Bush,JuHee Lee,Steven N. MacEachern,,success
10.1111/j.1467-9868.2009.00736.x,Christophe Andrieu,Arnaud Doucet,Roman Holenstein,Arnaud Doucet,success
10.1111/j.1467-9868.2009.00737.x,Xiaofeng Shao,,,Xiaofeng Shao,success
10.1111/j.1467-9868.2010.00738.x,Yongtao Guan,,Hansheng Wang,,success
10.1111/j.1467-9868.2010.00739.x,Jun Zhu,Hsin‐Cheng Huang,Perla E. Reyes,Jun Zhu,success
10.1111/j.1467-9868.2010.00746.x,Yoav Benjamini,,,Yoav Benjamini,success
10.1111/j.1467-9868.2010.00740.x,Nicolai Meinshausen,,Peter Bühlmann,Nicolai Meinshausen,success
10.1111/j.1467-9868.2010.00741.x,Yanyuan Ma,,Marc G. Genton,Marc G. Genton,success
10.1111/j.1467-9868.2010.00744.x,Paul Fearnhead,Omiros Papaspiliopoulos; Gareth O. Roberts,Andrew M. Stuart,,success
10.1111/j.1467-9868.2010.00743.x,Zhou Zhou,,Wei Biao Wu,,success
10.1111/j.1467-9868.2010.00747.x,J. N. K. Rao,,Changbao Wu,,success
10.1111/j.1467-9868.2010.00753.x,Madeleine Cule,Richard J. Samworth,Michael Stewart,,success
10.1111/j.1467-9868.2010.00750.x,D. A. S. Fraser,Nancy Reid; Elisabetta Marras,Grace Y. Yi,,success
10.1111/j.1467-9868.2010.00748.x,Shogo Kato,,,Shogo Kato,success
10.1111/j.1467-9868.2010.00752.x,Gerda Claeskens,Bernard W. Silverman,Leen Slaets,,success
10.1111/j.1467-9868.2010.00754.x,Xiaofeng Shao,,,Xiaofeng Shao,success
10.1111/j.1467-9868.2009.00714.x,Michele Guindani,Peter Müller,Song Zhang,,success
10.1111/j.1467-9868.2008.00690.x,Yuedong Wang,Yanyuan Ma,Raymond J. Carroll,Yuedong Wang,success
10.1111/j.1467-9868.2009.00699.x,Daniela Witten,,Robert Tibshirani,,success
10.1111/j.1467-9868.2008.00680.x,Feng‐Chang Lin,,Jason P. Fine,,success
10.1111/j.1467-9868.2008.00670.x,Nicolai Bissantz,Gerda Claeskens; Hajo Holzmann,Axel Munk,,success
10.1111/j.1467-9868.2008.00689.x,Yvo Pokern,Andrew M. Stuart,Petter Wiberg,Yvo Pokern,success
10.1111/j.1467-9868.2008.00671.x,Arnab Maity,Raymond J. Carroll; Enno Mammen,Nilanjan Chatterjee,,success
10.1111/j.1467-9868.2008.00672.x,Maarten Jansen,Guy P. Nason,Bernard W. Silverman,Guy P. Nason,success
10.1111/j.1467-9868.2008.00668.x,Gareth James,Peter Radchenko,Jinchi Lv,,success
10.1111/j.1467-9868.2008.00678.x,Jianhua Hu,,Valen E. Johnson,,success
10.1111/j.1467-9868.2008.00677.x,Thomas S. Shively,Thomas W. Sager,Stephen G. Walker,,success
10.1111/j.1467-9868.2008.00679.x,Lan Wang,,Annie Qu,,success
10.1111/j.1467-9868.2008.00685.x,Yasumasa Matsuda,,Yoshihiro Yajima,,success
10.1111/j.1467-9868.2008.00684.x,Alexandra Ramos,,Anthony Ledford,,success
10.1111/j.1467-9868.2008.00681.x,J. T. Gene Hwang,Jing Qiu,Zhigen Zhao,,success
10.1111/j.1467-9868.2008.00686.x,Howard D. Bondell,,Lexin Li,Lexin Li,success
10.1111/j.1467-9868.2008.00682.x,Luis Ángel García-Escudero,Alfonso Gordaliza; R. San Martín; Stefan Van Aelst,Ruben H. Zamar,,success
10.1111/j.1467-9868.2008.00700.x,Håvard Rue,Sara Martino,Nicolás Chopin,,success
10.1111/j.1467-9868.2008.00694.x,Wenguang Sun,,Tommaso Cai,,success
10.1111/j.1467-9868.2008.00692.x,Marco Riani,Anthony C. Atkinson,Andrea Cerioli,Anthony C. Atkinson,success
10.1111/j.1467-9868.2008.00687.x,Feike C. Drost,Ramon Van den Akker,Bas J. M. Werker,,success
10.1111/j.1467-9868.2008.00691.x,Göran Kauermann,Tatyana Krivobokova,Ludwig Fahrmeir,,success
10.1111/j.1467-9868.2008.00695.x,Philip T. Reiss,,R. Todd Ogden,,success
10.1111/j.1467-9868.2008.00697.x,Li Zhu,,Li Zhu,Li Zhu,success
10.1111/j.1467-9868.2009.00706.x,David E. Tyler,Frank Critchley; Lutz Dümbgen,Hannu Oja,,success
10.1111/j.1467-9868.2009.00698.x,Olivier Cappé,,Éric Moulines,,success
10.1111/j.1467-9868.2008.00704.x,Dimitris Rizopoulos,Geert Verbeke,Emmanuel Lesaffre,,success
10.1111/j.1467-9868.2009.00696.x,Francesco Audrino,,Peter Bühlmann,,success
10.1111/j.1467-9868.2008.00693.x,Hansheng Wang,Bo Li,Chenlei Leng,,success
10.1111/j.1467-9868.2008.00702.x,Rasmus Waagepetersen,,Yongtao Guan,,success
10.1111/j.1467-9868.2009.00705.x,Peter Hall,,Tapabrata Maiti,,success
10.1111/j.1467-9868.2009.00703.x,Daniel Commenges,,Anne Gégout‐Petit,,success
10.1111/j.1467-9868.2009.00707.x,Claudia Klüppelberg,,Gabriel Kuhn,,success
10.1111/j.1467-9868.2009.00708.x,Sonia Petrone,Michele Guindani,Alan E. Gelfand,,success
10.1111/rssb.12268,,,,,not_found
10.1111/rssb.12272,Liang Liang,Yanyuan Ma; Ying Wei,Raymond J. Carroll,Yanyuan Ma,success
10.1111/rssb.12274,Lihua Lei,,William Fithian,Lihua Lei,success
10.1111/rssb.12273,Chengchun Shi,Rui Song; Wenbin Lu,Bo Fu,Rui Song,success
10.1111/rssb.12267,Jonas Krampe,Jens‐Peter Kreiß,Efstathios Paparoditis,,success
10.1111/rssb.12276,,,,,not_found
10.1111/rssb.12269,,,,,not_found
10.1111/rssb.12271,Fangfang Wang,,Haonan Wang,Haonan Wang,success
10.1111/rssb.12275,Zijian Guo,Hyunseung Kang; Tommaso Cai,Dylan S. Small,Dylan S. Small,success
10.1111/rssb.12270,Dalei Yu,Xinyu Zhang,Kelvin K.W. Yau,Xinyu Zhang,success
10.1111/rssb.12262,Linbo Wang,,Eric Tchetgen Tchetgen,,success
10.1111/rssb.12259,Shun Yao,Xianyang Zhang,Xiaofeng Shao,Xianyang Zhang,success
10.1111/rssb.12266,Steffen L. Lauritzen,Alessandro Rinaldo,Kayvan Sadeghi,Steffen L. Lauritzen,success
10.1111/rssb.12257,Alexander Aue,Gregory Rice,Ozan Sönmez,Alexander Aue,success
10.1111/rssb.12265,Emmanuel J. Candès,Yingying Fan; Lucas Janson,Jinchi Lv,Lucas Janson,success
10.1111/rssb.12264,Jessica Gronsbell,,Tianxi Cai,Jessica Gronsbell,success
10.1111/rssb.12258,Huixia Wang,Ian W. McKeague,Min Qian,Huixia Wang,success
10.1111/rssb.12254,Abdelaati Daouia,Stéphane Girard,Gilles Stupfler,,success
10.1111/rssb.12248,Weiming Li,,Jianfeng Yao,Jianfeng Yao,success
10.1111/rssb.12255,Mark Koudstaal,,Fang Yao,,success
10.1111/rssb.12246,Honglang Wang,Ping-Shou Zhong; Yuehua Cui,Yehua Li,Ping-Shou Zhong,success
10.1111/rssb.12245,Srijan Sengupta,,Yuguo Chen,Yuguo Chen,success
10.1111/rssb.12247,Shanshan Ding,,R. Dennis Cook,Shanshan Ding,success
10.1111/rssb.12256,Zifeng Zhao,,Zhengjun Zhang,Zifeng Zhao; Zhengjun Zhang,success
10.1111/rssb.12235,Niklas Pfister,Peter Bühlmann; Bernhard Schölkopf,Jonas Peters,,success
10.1111/rssb.12242,Barry Schouten,,,Barry Schouten,success
10.1111/rssb.12243,Tengyao Wang,,Richard J. Samworth,Richard J. Samworth,success
10.1111/rssb.12240,Nathan Kallus,,,Nathan Kallus,success
10.1111/rssb.12234,,,,,not_found
10.1111/rssb.12238,Jesse Hemerik,,Jelle J. Goeman,Jesse Hemerik,success
10.1111/rssb.12237,Flávio B. Gonçalves,,Dani Gamerman,Flávio B. Gonçalves,success
10.1111/rssb.12244,Boxiang Wang,,Hui Zou,Hui Zou,success
10.1111/rssb.12241,,,,,not_found
10.1111/rssb.12236,Max Sommerfeld,,Axel Munk,,success
10.1111/rssb.12239,Hyunphil Choi,,Matthew Reimherr,,success
10.1111/rssb.12230,Ching‐Yun Wang,Harry M. Cullings; Xiao Song,Kenneth J. Kopecky,Ching‐Yun Wang; Harry M. Cullings; Xiao Song; Kenneth J. Kopecky,success
10.1111/rssb.12227,Andrew L. Rukhin,,,Andrew L. Rukhin,success
10.1111/rssb.12216,Caiyun Fan,Wenbin Lu; Rui Song,Yong Zhou,Wenbin Lu,success
10.1111/rssb.12231,Stefan Birr,Stanislav Volgushev; Tobias Kley; Holger Dette,Marc Hallin,,success
10.1111/rssb.12219,Algo Carè,Simone Garatti,Marco C. Campi,Simone Garatti,success
10.1111/rssb.12221,Lionel Truquet,,,Lionel Truquet,success
10.1111/rssb.12224,Ethan X. Fang,Yang Ning,Han Liu,Han Liu,success
10.1111/rssb.12225,Stephen E. Chick,Martin Förster,Paolo Pertile,Stephen E. Chick,success
10.1111/rssb.12222,Edgar Brunner,Frank Konietschke; Markus Pauly,Madan L. Puri,,success
10.1111/rssb.12229,Matthieu Clertant,,John O’Quigley,Matthieu Clertant,success
10.1111/rssb.12213,Kara E. Rudolph,,Mark J. van der Laan,Kara E. Rudolph,success
10.1111/rssb.12223,Shih-Hao Huang,Mong-Na Lo Huang; Kerby Shedden,Weng Kee Wong,Shih-Hao Huang,success
10.1111/rssb.12232,Markus Frölich,,Martin Huber,Markus Frölich,success
10.1111/rssb.12260,,,,,success
10.1111/rssb.12203,Lucas Janson,Rina Foygel Barber,Emmanuel J. Candès,Lucas Janson,success
10.1111/rssb.12204,Jianqing Fan,,Xu Han,,success
10.1111/rssb.12202,,,,,not_found
10.1111/rssb.12212,Edward H. Kennedy,Zongming Ma; Matthew D. McHugh; Dylan S. Small; Edward H. Kennedy; Zongming Ma; Matthew D. McHugh,Dylan S. Small,Edward H. Kennedy,success
10.1111/rssb.12228,Timothy I. Cannings,,Richard J. Samworth,,success
10.1111/rssb.12205,Sandipan Roy,Yves F. Atchadé,George Michailidis,George Michailidis,success
10.1111/rssb.12206,Paul Bastide,Mahendra Mariadassou,Stephane Robin,Paul Bastide,success
10.1111/rssb.12199,Bhaskar Bhattacharya,,Mohammad Al‐Talib,Bhaskar Bhattacharya,success
10.1111/rssb.12200,Catherine Matias,,Vincent Mièle,,success
10.1111/rssb.12218,Rina Foygel Barber,,Aaditya Ramdas,Rina Foygel Barber,success
10.1111/rssb.12217,,,,,not_found
10.1111/rssb.12201,Runchao Jiang,Wenbin Lu; Rui Song,Marie Davidian,Wenbin Lu,success
10.1111/rssb.12194,Tyler J. VanderWeele,,Eric J. Tchetgen Tchetgen,,success
10.1111/rssb.12183,Arnak S. Dalalyan,,,Arnak S. Dalalyan,success
10.1111/rssb.12189,Jiti Gao,Xiao Han; Guangming Pan,Yanrong Yang,Guangming Pan,success
10.1111/rssb.12185,Chris J. Oates,Mark Girolami,Nicolás Chopin,,success
10.1111/rssb.12188,Linbo Wang,Thomas S. Richardson,Xiao‐Hua Zhou,Linbo Wang,success
10.1111/rssb.12193,Christian Gouriéroux,,Jean‐Michel Zakoïan,Jean‐Michel Zakoïan,success
10.1111/rssb.12191,Peng Ding,,Jiannan Lu,Peng Ding,success
10.1111/rssb.12195,Siddhartha Nandy,Chae Young Lim,Tapabrata Maiti,Chae Young Lim,success
10.1111/rssb.12186,Hannes Leeb,,Paul Kabaila,Hannes Leeb,success
10.1111/rssb.12179,Jonathan R. Bradley,Christopher K. Wikle,Scott H. Holan,,success
10.1111/rssb.12197,Peter J. Brockwell,,Yasumasa Matsuda,Yasumasa Matsuda,success
10.1111/rssb.12192,Hao Ji,,Hans‐Georg Müller,Hao Ji,success
10.1111/rssb.12198,Vinayak Rao,Ryan P. Adams,David B. Dunson,,success
10.1111/rssb.12190,Will Wei Sun,Junwei Lu; Han Liu,Guang Cheng,,success
10.1111/rssb.12196,Alexandre Belloni,Mathieu Rosenbaum,Alexandre B. Tsybakov,,success
NO DOI,,,,,not_found
10.1111/rssb.12187,Mathias Drton,,Martyn Plummer,,success
10.1111/rssb.12172,Mari Myllymäki,Tomáš Mrkvička; Pavel Grabarnik; Henri Seijo,Ute Hahn,Mari Myllymäki,success
10.1111/rssb.12168,Jianqing Fan,Han Liu; Yang Ning,Hui Zou,,success
10.1111/rssb.12178,Bodhisattva Sen,,Mary C. Meyer,Bodhisattva Sen,success
10.1111/rssb.12163,Yi He,,J.H.J. Einmahl,,success
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
10.1111/rssb.12166,Jianqing Fan,Quefeng Li,Yuyan Wang,Jianqing Fan,success
10.1111/rssb.12155,Michael Vogt,,Oliver Linton,Michael Vogt,success
10.1111/rssb.12156,Oleksandr Gromenko,Piotr Kokoszka,Matthew Reimherr,Matthew Reimherr,success
10.1111/rssb.12153,Damien Passemier,Zhaoyuan Li,Jianfeng Yao,Zhaoyuan Li,success
10.1111/rssb.12159,Fabienne Comte,C.A. Cuénod; Marianna Pensky,Yves Rozenholc,,success
10.1111/rssb.12161,Soutir Bandyopadhyay,,Suhasini Subba Rao,Suhasini Subba Rao,success
10.1111/rssb.12162,Z. I. Botev,,,Z. I. Botev,success
10.1111/j.1467-9868.2004.00432.x,Shiqing Ling,,,Shiqing Ling,success
10.1046/j.1369-7412.2003.05343.x,Martin Schlather,Paulo Justiniano Ribeiro,Peter J. Diggle,,success
10.1111/j.1467-9868.2004.00434.x,Hanfeng Chen,Jiahua Chen,John D. Kalbfleisch,,success
10.1111/j.1467-9868.2004.00435.x,Willa W. Chen,,Rohit Deo,Willa W. Chen,success
10.1046/j.1369-7412.2003.05211.x,John Haslett,,Dominic Dillane,,success
10.1111/j.1467-9868.2004.00437.x,Roger Koenker,,Ivan Mizera,,success
10.1111/j.1467-9868.2004.00438.x,Ciprian M. Crainiceanu,,David Ruppert,,success
10.1111/j.1467-9868.2004.00439.x,John D. Storey,Jonathan Taylor,David Siegmund,,success
10.1046/j.1369-7412.2003.05305.x,Christian Bressen Pipper,,Torben Martinussen,,success
10.1046/j.1369-7412.2003.05220.x,Hee‐Seok Oh,,Ta‐Hsin Li,,success
10.1111/j.1467-9868.2004.00442.x,Maja Miloslavsky,Sündüz Keleş; Mark J. van der Laan,Steve Butler,,success
10.1046/j.1369-7412.2003.05300.x,John Hanfelt,,,John Hanfelt,success
10.1046/j.1369-7412.2003.05512.x,Michael L. Stein,Zhiyi Chi,Leah J. Welty,,success
10.1111/j.1369-7412.2003.05527.x,Michael A. Black,,,Michael A. Black,success
10.1046/j.1369-7412.2003.05182.x,Ross L. Prentice,F. Zoe Moodie,Jianrong Wu,,success
10.1111/j.1369-7412.2004.05303.x,Jiti Gao,,Howell Tong,,success
10.1046/j.1369-7412.2003.05316.x,Young-Ju Kim,,Chong Gu,Chong Gu,success
10.1111/j.1369-7412.2003.04973.x,Paul Clarke,,Peter Smith,,success
10.1111/j.1369-7412.2004.05139.x,Gareth O. Roberts,Omiros Papaspiliopoulos,Πέτρος Δελλαπόρτας,,success
10.1111/j.1369-7412.2004.05695.x,David R. Cox,,Man Yu Wong,,success
10.1046/j.1369-7412.2003.05398.x,Wenzheng Huang,,,Wenzheng Huang,success
10.1046/j.1369-7412.2003.05285.x,Carrie Wager,Brent A. Coull,Nicholas Lange,,success
10.1111/j.1369-7412.2003.05341.x,Knut Heggland,,Arnoldo Frigessi,,success
10.1111/j.1369-7412.2004.05500.x,Jianhua Z. Huang,,Lijian Yang,,success
10.1111/j.1467-9868.2004.02050.x,Janet E. Heffernan,,Jonathan A. Tawn,,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2004.02056.x,Iain M. Johnstone,Gérard Kerkyacharian; Dominique Picard,Marc Raimondo,Iain M. Johnstone,success
10.1111/j.1467-9868.2004.02052.x,Patrick J. Wolfe,Simon Godsill,Wee-Jing Ng,,success
10.1111/j.1467-9868.2004.02053.x,Heikki Haario,Marko Laine; Markku Lehtinen; Eero Saksman,Johanna Tamminen,,success
10.1111/j.1467-9868.2004.B5595.x,R. L. Eubank,Chunfeng Huang; Yolanda Muñoz Maldonado; Naisyin Wang; Suojin Wang,Robert J. Buchanan,,success
10.1111/j.1467-9868.2004.b5161.x,Nanny Wermuth,,D. R. Cox,,success
10.1111/j.1467-9868.2004.b5364.x,Glenn Heller,,Ennapadam Venkatraman,,success
10.1111/j.1467-9868.2004.05564.x,Peter Müller,Fernando A. Quintana,Gary L. Rosner,Peter Müller,success
10.1111/j.1467-9868.2004.05304.x,Jeremy E. Oakley,,Anthony O’Hagan,,success
10.1111/j.1467-9868.2004.05561.x,Paul Fearnhead,,Loukia Meligkotsidou,,success
10.1111/j.1467-9868.2004.b5543.x,Haiqun Lin,Daniel O. Scharfstein,Robert A. Rosenheck,,success
10.1111/j.1467-9868.2004.02059.x,Jerome H. Friedman,,Jacqueline J. Meulman,,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2004.05741.x,N. Rao Chaganty,,Harry Joe,,success
10.1111/j.1467-9868.2004.B5590.x,Håvard Rue,Ingelin Steinsland,Sveinung Erland,,success
10.1111/j.1467-9868.2004.05627.x,Philippe Huber,Elvezio Ronchetti,Maria‐Pia Victoria‐Feser,,success
10.1111/j.1467-9868.2004.05421.x,Gerda Claeskens,,,Gerda Claeskens,success
10.1111/j.1467-9868.2004.B5604.x,Stuart Barber,,Guy P. Nason,,success
10.1111/j.1467-9868.2004.05480.x,Konstantinos Fokianos,,,Konstantinos Fokianos,success
10.1111/j.1467-9868.2004.B5582.x,Daniel Gervini,,Théo Gasser,,success
10.1111/j.1467-9868.2004.02057.x,Heeseok Oh,,Ta‐Hsin Li,,success
10.1111/1467-9868.00414,Alex Tsodikov,,,Alex Tsodikov,success
10.1111/1467-9868.03711,Stephen P. Brooks,Paolo Giudici,Gareth O. Roberts,,success
10.1111/1467-9868.03712,Christian P. Robert,Xiao‐Li Meng; Jesper Møller; Jeffrey S. Rosenthal; Christopher Jennison; M. A. Hurn; Fahimah Al-Awadhi; Peter McCullagh; Christophe Andrieu; Arnaud Doucet; Πέτρος Δελλαπόρτας; Ι. Παπαγεωργίου; Ricardo S. Ehlers; Elena A. Erosheva; Stephen E. Fienberg; Jonathan J. Forster; Roger C. Gill; Nial Friel; Peter Green; David I. Hastie; Ruth King; Hans R. Künsch; Nicole A. Lazar,Christine Osinski,,success
10.1111/1467-9868.00372,Jianqing Fan,Qiwei Yao,Zongwu Cai,,success
10.1111/1467-9868.00373,Marc G. Genton,,André Lucas,,success
10.1111/1467-9868.00374,Simon N. Wood,,,Simon N. Wood,success
10.1111/1467-9868.00376,Annie Qu,,Bruce G. Lindsay,,success
10.1111/1467-9868.00378,M. C. Jones,,M. J. Faddy,,success
10.1111/1467-9868.00379,Edward L. Korn,,Barry I. Graubard,,success
10.1111/1467-9868.00380,,,,,error
10.1111/1467-9868.00381,Manabu Kuroki,,Masami Miyakawa,,success
10.1111/1467-9868.00382,Tetsuhisa Miwa,Anthony J. Hayter,Satoshi Kuriki,Tetsuhisa Miwa,success
10.1111/1467-9868.00383,A. N. Pettitt,Nial Friel,R. Reeves,,success
10.1111/1467-9868.00384,Jiannong Liu,,James S. Hodges,,success
10.1111/1467-9868.00385,Weijing Wang,,,Weijing Wang,success
10.1111/1467-9868.00386,Jolene Birmingham,Andrea Rotnitzky,Garrett M. Fitzmaurice,,success
10.1111/1467-9868.00387,Rolf Sundberg,,,Rolf Sundberg,success
10.1111/1467-9868.00388,Jason P. Fine,David V. Glidden,Kristine E. Lee,,success
10.1111/1467-9868.00389,Susan A. Murphy,,,Susan A. Murphy,success
NO DOI,,,,,not_found
10.1111/1467-9868.00391,Adelchi Azzalini,,Antonella Capitanio,Adelchi Azzalini,success
10.1111/1467-9868.00392,Richard M. Royall,,Tsung‐Shan Tsou,,success
10.1111/1467-9868.00393,Jeng‐Min Chiou,Hans‐Georg Müller,Jane-Ling Wang,,success
10.1111/1467-9868.00394,Peter Hall,,Qiwei Yao,,success
10.1111/1467-9868.00395,Peter Hall,,Ingrid Van Keilegom,Ingrid Van Keilegom,success
10.1111/1467-9868.00396,Michael G. Akritas,,Ingrid Van Keilegom,,success
10.1111/1467-9868.00397,Angela Winnett,,Peter Sasieni,,success
10.1111/1467-9868.00399,Stephen P. Brooks,Nial Friel,Ruth King,,success
10.1111/1467-9868.00400,Anthony Ledford,,Jonathan A. Tawn,,success
10.1111/1467-9868.00401,Christopher A. T. Ferro,,Johan Segers,,success
10.1111/1467-9868.00402,Fernando A. Quintana,,Pilar L. Iglesias,,success
10.1111/1467-9868.00403,Hua Yun Chen,,,Hua Yun Chen,success
10.1111/1467-9868.00404,Augustine Kong,Peter McCullagh; Xiao‐Li Meng; Dan L. Nicolae,Zhiqiang Tan,,success
10.1111/1467-9868.00407,Malka Gorfine,Li Hsu,Ross L. Prentice,,success
10.1111/1467-9868.00408,Song Xi Chen,Wolfgang Karl Härdle,Ming Li,,success
10.1111/1467-9868.00409,Olivier Cappé,Christian P. Robert,Tobias Rydèn,,success
10.1111/1467-9868.00410,Jaap H. Abbring,,Gérard J. van den Berg,Jaap H. Abbring,success
10.1111/1467-9868.00411,Paul J. Rathouz,,,Paul J. Rathouz,success
10.1111/1467-9868.00412,Holger Dette,Viatcheslav B. Melas; Andrey Pepelyshev,Nikolai Strigul,,success
10.1111/1467-9868.00413,Alexandra M. Schmidt,,Anthony O’Hagan,,success
10.1111/1467-9868.00415,Ole E. Barndorff–Nielsen,Richard D. Gill,Peter E. Jupp,,success
NO DOI,,,,,not_found
10.1046/j.1369-7412.2003.00417.x,Stijn Vansteelandt,,Els Goetghebeur,Stijn Vansteelandt,success
10.1046/j.1369-7412.2003.00420.x,Peter Hall,,Jiying Yin,Peter Hall,success
10.1111/1467-9868.00421,Paul Fearnhead,,Peter Clifford,,success
10.1046/j.1369-7412.2003.00422.x,,,,,error
10.1046/j.1369-7412.2003.00423.x,Weijing Wang,,,Weijing Wang,success
10.1111/1467-9868.00424,D. R. Cox,,Nanny Wermuth,D. R. Cox,success
10.1111/1467-9868.00321,Zhi Geng,Jianhua Guo,Wing–Kam Fung,,success
10.1111/1467-9868.00322,Yijian Huang,,,Yijian Huang,success
10.1111/1467-9868.00323,Ronald W. Butler,,Douglas A. Bronson,,success
10.1111/1467-9868.00324,Yi‐Hau Chen,,,Yi‐Hau Chen,success
10.1111/1467-9868.00325,Burt Holland,,Siu Hung Cheung,,success
10.1111/1467-9868.00326,Sonia Petrone,,Larry Wasserman,,success
10.1111/1467-9868.00327,Kelvin K.W. Yau,,Anthony Y. C. Kuk,,success
10.1111/1467-9868.00328,Sally Wood,Robert Kohn; Tom Shively,Wenxin Jiang,,success
10.1111/1467-9868.00329,Peter Hall,,Michael C. Minnotte,,success
10.1111/1467-9868.00330,Xiangrong Yin,,R. Dennis Cook,,success
10.1111/1467-9868.00331,Steven N. MacEachern,Ömer Öztürk; Douglas A. Wolfe,Gregory V. Stark,Douglas A. Wolfe,success
10.1111/1467-9868.00332,Stuart Barber,Guy P. Nason,Bernard W. Silverman,Stuart Barber,success
10.1111/1467-9868.00333,Alastair Scott,,C. Wild,,success
10.1111/1467-9868.00334,Jian Qing Shi,,J. B. Copas,,success
10.1111/1467-9868.00335,Peide Shi,,Chih‐Ling Tsai,,success
10.1111/1467-9868.00336,Ole E. Barndorff–Nielsen,,Neil Shephard,Neil Shephard,success
10.1111/1467-9868.00337,Jin Zhang,,,Jin Zhang,success
10.1111/1467-9868.00338,Chris Holmes,,Niall M. Adams,,success
10.1111/1467-9868.00339,Tim Ramsay,,,Tim Ramsay,success
10.1111/1467-9868.00340,Steffen L. Lauritzen,,Thomas S. Richardson,,success
10.1111/1467-9868.03411,Yingcun Xia,Howell Tong; W. K. Li,Li Zhu,Howell Tong,success
NO DOI,,,,,not_found
10.1111/1467-9868.00342,Gareth James,,,Gareth James,success
10.1111/1467-9868.00343,Jayanti Gupta,,Paul Damien,Paul Damien,success
10.1111/1467-9868.00344,Esa Ollila,Hannu Oja,Thomas P. Hettmansperger,Esa Ollila,success
10.1111/1467-9868.00346,John D. Storey,,,John D. Storey,success
10.1111/1467-9868.00347,Christopher R. Genovese,,Larry Wasserman,,success
10.1111/1467-9868.00348,Philip J. Brown,Marina Vannucci,Tom Fearn,Philip J. Brown,success
10.1111/1467-9868.00349,Peter Hall,,Terence Tao,,success
10.1111/1467-9868.00351,Wing–Kam Fung,Zhongyi Zhu; Bo-Cheng Wei,Xuming He,,success
10.1111/1467-9868.00352,Antonietta Mira,Jesper Møller,Gareth O. Roberts,,success
10.1111/1467-9868.00353,David Spiegelhalter,Nicola Best; Bradley P. Carlin,Angelika van der Linde,,success
NO DOI,,,,,not_found
10.1111/1467-9868.00354,Karl W. Broman,,Terence P. Speed,Karl W. Broman,success
10.1111/1467-9868.00355,Paul Fearnhead,,Peter Donnelly,,success
10.1111/1467-9868.00356,Bret Larget,Donald L. Simon,Joseph B. Kadane,,success
10.1111/1467-9868.00358,Giovanni Parmigiani,Elizabeth S. Garrett; Ramaswamy Anbazhagan,Edward Gabrielson,,success
NO DOI,,,,,not_found
10.1111/1467-9868.00360,George Casella,Kerrie Mengersen; Christian P. Robert,D. M. Titterington,,success
10.1111/1467-9868.00361,Nicolas Hengartner,Marten Wegkamp,Éric Matzner-Løber,,success
